,customer_id,season,season_first,sum_customer_transaction,gender,region,crop,literacy,has_phone,community_received_premium
129,1901,2016 major,2016 major,2.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
130,2012,2016 major,2016 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,premium_paid
131,184988,2018 major,2018 major,20.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
132,142365,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
133,11665,2017 major,2017 major,1.0,F,GH-NP,Groundnut,none,no_phone,premium_paid
134,5581,2017 major,2017 major,20.0,F,GH-UE,Maize,none,no_phone,not_premium_paid
135,8318,2017 major,2017 major,4.0,M,GH-NP,Maize,none,yes_phone,premium_paid
136,182430,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
137,2494,2016 major,2016 major,72.0,M,GH-UE,Maize,none,no_phone,not_premium_paid
138,827,2016 major,2016 major,18.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
139,145935,2019 major,2018 major,20.0,M,GH-NP,Maize,none,yes_phone,premium_paid
140,175663,2018 major,2018 major,10.0,undefined,GH-UW,Maize,native_rw,yes_phone,not_premium_paid
141,12196,2017 major,2017 major,1.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
142,1610,2016 major,2016 major,20.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
143,75286,2018 major,2018 major,5.0,F,GH-UE,Maize,none,no_phone,not_premium_paid
144,196634,2018 major,2018 major,2.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
145,205219,2018 minor,2018 minor,20.0,F,GH-AH,Maize,native_rw,yes_phone,not_premium_paid
146,50266,2018 major,2017 major,2.0,M,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
147,2094,2016 major,2016 major,40.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
148,33941,2018 major,2018 major,14.0,F,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
149,188751,2018 major,2018 major,2.0,undefined,GH-BA,Maize,native_rw,no_phone,premium_paid
150,173134,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,premium_paid
151,2212,2016 major,2016 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,premium_paid
152,88562,2018 major,2018 major,5.0,F,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
153,51180,2016 major,2016 major,20.0,M,GH-UE,Maize,none,no_phone,premium_paid
154,22017,2017 major,2017 major,10.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
155,172632,2018 major,2017 major,2.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
156,187580,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
157,2299,2017 major,2016 major,10.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
158,46177,2018 major,2018 major,1.0,F,GH-NP,Maize,native_rw,no_phone,not_premium_paid
159,178669,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
160,17587,2017 major,2017 major,1.0,F,GH-NP,Maize,none,no_phone,premium_paid
161,193123,2018 major,2018 major,11.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
162,31704,2018 major,2018 major,2.0,F,GH-NP,Maize,native_rw,no_phone,not_premium_paid
163,17583,2017 major,2017 major,1.0,F,GH-NP,Maize,none,no_phone,premium_paid
164,179477,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
165,164322,2018 major,2018 major,5.0,F,GH-NP,Maize,none,no_phone,premium_paid
166,175692,2018 major,2018 major,15.0,undefined,GH-UW,Groundnut,native_rw,no_phone,not_premium_paid
167,133486,2018 major,2018 major,17.0,F,GH-NP,Maize,none,no_phone,premium_paid
168,181137,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
169,2958,2016 major,2016 major,36.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
170,186846,2018 major,2018 major,5.0,undefined,GH-BA,Maize,native_rw,yes_phone,premium_paid
171,72035,2018 major,2018 major,5.0,F,GH-UE,Rice,none,no_phone,premium_paid
172,25842,2018 major,2018 major,5.0,F,GH-UE,Groundnut,none,no_phone,premium_paid
173,185863,2018 major,2018 major,4.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
174,191579,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
175,181280,2018 major,2018 major,2.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
176,2073,2016 major,2016 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
177,204215,2018 minor,2018 minor,20.0,F,GH-AH,Maize,native_rw,no_phone,premium_paid
178,99511,2018 major,2018 major,2.0,M,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
179,149714,2018 major,2018 major,1.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
180,200667,2019 major,2018 minor,5.0,undefined,GH-BA,Groundnut,native_rw,no_phone,not_premium_paid
181,187771,2018 major,2018 major,15.0,undefined,GH-NP,Maize,native_rw,yes_phone,premium_paid
182,200586,2019 major,2019 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
183,7548,2017 major,2017 major,2.0,F,GH-NP,Maize,none,no_phone,premium_paid
184,183533,2018 major,2018 major,7.0,undefined,GH-BA,Maize,native_rw,yes_phone,premium_paid
185,116124,2018 major,2018 major,2.0,M,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
186,183255,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
187,194378,2018 major,2018 major,20.0,undefined,GH-NP,Rice,native_rw,no_phone,not_premium_paid
188,182245,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
189,507,2016 major,2016 major,20.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
190,193164,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
191,2918,2016 major,2016 major,20.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
192,5732,2017 major,2017 major,10.0,M,GH-NP,Maize,none,yes_phone,not_premium_paid
193,183735,2018 major,2018 major,20.0,undefined,GH-UW,Maize,native_rw,no_phone,not_premium_paid
194,185069,2018 major,2018 major,1.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
195,196016,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,not_premium_paid
196,192609,2018 major,2018 major,5.0,undefined,GH-BA,Groundnut,native_rw,no_phone,premium_paid
197,182330,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
198,186325,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
199,171834,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,premium_paid
200,192252,2018 major,2018 major,18.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
201,178856,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
202,193879,2018 major,2018 major,15.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
203,203221,2018 minor,2018 minor,20.0,undefined,GH-AH,Maize,native_rw,no_phone,not_premium_paid
204,193183,2018 major,2018 major,10.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
205,195386,2018 major,2018 major,5.0,undefined,GH-NP,Groundnut,native_rw,no_phone,premium_paid
206,2961,2016 major,2016 major,20.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
207,67040,2018 major,2018 major,5.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
208,196682,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
209,147472,2019 major,2018 major,3.0,M,GH-NP,Sorghum,none,yes_phone,premium_paid
210,205754,2019 major,2019 major,20.0,M,GH-BA,Maize,native_rw,yes_phone,not_premium_paid
211,159,2016 major,2016 major,100.0,undefined,GH-NP,Rice,native_rw,no_phone,premium_paid
212,163157,2017 major,2017 major,2.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
213,177827,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
214,190662,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
215,530,2017 major,2016 major,5.0,M,GH-UW,Maize,none,no_phone,not_premium_paid
216,30336,2019 major,2017 major,8.0,F,GH-NP,Groundnut,none,no_phone,premium_paid
217,4200,2018 major,2017 major,2.0,F,GH-UW,Maize,none,no_phone,not_premium_paid
218,181313,2018 major,2018 major,13.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
219,184665,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
220,144730,2018 major,2018 major,8.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
221,11557,2017 major,2017 major,2.0,M,GH-NP,Maize,none,no_phone,premium_paid
222,137696,2018 major,2018 major,5.0,M,GH-NP,Maize,none,yes_phone,not_premium_paid
223,189215,2018 major,2018 major,5.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
224,192753,2018 major,2018 major,20.0,undefined,GH-NP,Groundnut,native_rw,no_phone,premium_paid
225,166952,2018 major,2018 major,20.0,M,GH-NP,Maize,none,no_phone,premium_paid
226,53421,2018 major,2018 major,5.0,M,GH-UW,Maize,none,yes_phone,not_premium_paid
227,177658,2018 major,2018 major,3.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
228,184969,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
229,83589,2018 major,2018 major,22.0,M,GH-NP,Maize,native_rw,no_phone,not_premium_paid
230,25214,2019 major,2018 major,2.0,M,GH-NP,Maize,none,no_phone,premium_paid
231,183590,2018 major,2018 major,20.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
232,203605,2018 minor,2018 minor,20.0,M,GH-AH,Maize,native_rw,yes_phone,not_premium_paid
233,2148,2017 major,2016 major,28.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
234,196358,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
235,57613,2018 major,2018 major,1.0,F,GH-NP,Groundnut,native_rw,no_phone,premium_paid
236,182437,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
237,26515,2017 major,2017 major,20.0,M,GH-UE,Maize,none,no_phone,not_premium_paid
238,237,2016 major,2016 major,18.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
239,183353,2018 major,2018 major,3.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
240,191307,2018 major,2018 major,2.0,undefined,GH-UW,Groundnut,native_rw,no_phone,not_premium_paid
241,204687,2019 major,2018 minor,10.0,F,GH-BA,Maize,native_rw,yes_phone,premium_paid
242,202315,2018 major,2018 major,200.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
243,183057,2018 major,2018 major,2.0,undefined,GH-NP,Sorghum,native_rw,no_phone,premium_paid
244,2717,2016 major,2016 major,20.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
245,2595,2016 major,2016 major,8.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
246,174200,2018 major,2018 major,2.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
247,191162,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
248,182510,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
249,170601,2018 major,2018 major,5.0,F,GH-NP,Sorghum,none,no_phone,not_premium_paid
250,183887,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,premium_paid
251,16940,2018 major,2017 major,2.0,F,GH-NP,Maize,none,no_phone,premium_paid
252,187105,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
253,164747,2017 major,2017 major,20.0,F,GH-UE,Maize,none,no_phone,not_premium_paid
254,7151,2017 major,2017 major,5.0,M,GH-UE,Sorghum,none,yes_phone,not_premium_paid
255,12594,2018 major,2018 major,2.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
256,34881,2018 major,2018 major,5.0,M,GH-NP,Sorghum,native_rw,no_phone,not_premium_paid
257,194531,2018 major,2018 major,1.0,undefined,GH-NP,Groundnut,native_rw,no_phone,premium_paid
258,181343,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
259,183670,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
260,195909,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
261,193809,2018 major,2018 major,2.0,undefined,GH-NP,Maize,native_rw,yes_phone,premium_paid
262,191473,2018 major,2018 major,5.0,undefined,GH-UW,Sorghum,native_rw,no_phone,premium_paid
263,184136,2018 major,2018 major,5.0,undefined,GH-UE,Groundnut,native_rw,no_phone,premium_paid
264,22563,2018 major,2018 major,2.0,M,GH-NP,Maize,none,yes_phone,premium_paid
265,115396,2018 major,2018 major,2.0,M,GH-NP,Maize,native_rw,yes_phone,not_premium_paid
266,191496,2018 major,2018 major,5.0,undefined,GH-NP,Groundnut,native_rw,no_phone,not_premium_paid
267,20397,2017 major,2017 major,2.0,F,GH-NP,Maize,none,no_phone,not_premium_paid
268,200663,2018 minor,2018 minor,5.0,undefined,GH-BA,Maize,native_rw,no_phone,premium_paid
269,185364,2018 major,2018 major,10.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
270,3782,2018 major,2018 major,2.0,M,GH-NP,Maize,native_r,no_phone,premium_paid
271,5770,2017 major,2017 major,1.0,F,GH-NP,Groundnut,none,no_phone,not_premium_paid
272,193187,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,not_premium_paid
273,173078,2018 major,2018 major,21.0,M,GH-NP,Maize,none,no_phone,not_premium_paid
274,2263,2016 major,2016 major,10.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
275,1726,2016 major,2016 major,5.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
276,2226,2016 major,2016 major,70.0,undefined,GH-UE,Groundnut,native_rw,no_phone,premium_paid
277,1564,2016 major,2016 major,20.0,undefined,GH-UE,Maize,native_rw,no_phone,not_premium_paid
278,161618,2018 major,2018 major,5.0,M,GH-NP,Maize,none,no_phone,premium_paid
279,166995,2018 major,2018 major,2.0,M,GH-NP,Rice,none,no_phone,premium_paid
280,193586,2018 major,2018 major,5.0,undefined,GH-NP,Maize,native_rw,no_phone,premium_paid
281,111212,2018 major,2018 major,11.0,F,GH-NP,Sorghum,native_rw,no_phone,not_premium_paid
